Origin,Origin Name,Origin Country,Origin City,Destination,Destination Name,Destination Country,Destination City,Total Time,Aircraft Registration,Aircraft Description,Distance Flown
KDXR,Danbury Mun,United States,Danbury,KJFK,Kennedy Intl,United States,New York,00:33:34,N176GM,Cessna C172,84.4 Km
KAVX,Catalina,United States,Avalon,KVNY,Van Nuys,United States,Van Nuys,00:40:22,N760PL,Cessna C172,89.5 Km
KMVY,Marthas Vineyard,United States,Vineyard Haven,KBOS,Logan Intl,United States,Boston,00:51:15,N176GM,Cessna C172,112.7 Km
U54,Bernard USFS,United States,Bernard,ID67,Lower Loon Creek,United States,Challis,00:10:47,N176GM,Cessna C172,19.9 Km
3B0,Southbridge Mun,United States,Southbridge,KISP,Long Island MacArthur,United States,Islip,00:45:39,N71FS,BEECH BE58,170 Km
KBMI,Central Ill Regl,United States,Bloomington-Normal,KMDW,Chicago Midway Intl,United States,Chicago,01:16:06,G-BAFM,Cessna C172,175.1 Km
KSNC,Chester,United States,Chester,KBOS,Logan Intl,United States,Boston,01:03:24,N52KA,Cessna C172,165.5 Km
KBOS,Logan Intl,United States,Boston,KLGA,La Guardia,United States,New York,01:03:27,F-MSAB,AIRBUS A321,297.1 Km
TE68,nuggs Flying M,United States,Pottsboro,F31,Lake Texoma State Park,United States,Kingston,00:15:00,NC77585,Piper J3,27.4 Km
KBOS,Logan Intl,United States,Boston,KOWD,Norwood Meml,United States,Norwood,00:26:14,N176GM,Cessna C172,23.8 Km
LIRF,Fiumicino,Italy,Rome,LIRN,Capodichino,Italy,Naples,00:35:07,I-HKSN,AIRBUS A321,199.6 Km
EGKK,Gatwick,United Kingdom,London,EETN,Tallinn,Estonia,Tallinn,02:58:58,N738PM,BOEING B738,1821.1 Km
EETN,Tallinn,Estonia,Tallinn,EDDM,Munich,Germany,Munich,02:30:58,N738PM,BOEING B738,1494.6 Km
LIRA,Ciampino,Italy,Rome,LIRF,Fiumicino,Italy,Rome,00:17:13,G-BAFM,Cessna C172,29.8 Km
SAAC,Comodoro Pierrestegui,Argentina,Concordia,SATU,Curuzu Cuatia,Argentina,Curuzu Cuatia,00:50:25,G-BAFM,Cessna C172,169 Km
36II,Cliburn,United States,Brownsburg,KEYE,Eagle Creek,United States,Indianapolis,00:05:35,NC77583,Piper J3,4.8 Km
EGKK,Gatwick,United Kingdom,London,HESN,Aswan Intl,Egypt,Aswan,06:00:06,N737W,BOEING B738,4131.9 Km
KMEV,Minden-Tahoe,United States,Minden,KMEV,Minden-Tahoe,United States,Minden,00:43:39,N88ZZ,DG 808s,0 Km
EGPH,Edinburgh,United Kingdom,Edinburgh,EGPF,Glasgow,United Kingdom,Glasgow,00:26:28,NCRJ70,BOMBARDIER CRJ700,66.9 Km
EGGD,Bristol,United Kingdom,Bristol,EGHI,Southampton Intl,United Kingdom,Southampton,00:49:10,N760PL,Cessna C172,106.7 Km
LFML,Marseille-Provence,France,Marseille-Provence,LSGG,Geneva,Switzerland,Geneva,01:04:40,N737W,BOEING B738,319.3 Km
BIKF,Keflavik,Iceland,Keflavik,LEPA,Palma De Mallorca,Spain,Palma De Mallorca,04:57:23,G-VABA,BOEING B738,3185.4 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGHH,Bournemouth,United Kingdom,Bournemouth,00:20:58,N221CP,MAULE M7,30.2 Km
EGSS,Stansted,United Kingdom,London,EDDH,Hamburg,Germany,Hamburg,01:43:03,G-VABA,BOEING B738,685.9 Km
EGSS,Stansted,United Kingdom,London,EGSS,Stansted,United Kingdom,London,00:21:40,G-VABA,BOEING B738,0 Km
EGSS,Stansted,United Kingdom,London,EDDH,Hamburg,Germany,Hamburg,01:34:35,G-VABA,BOEING B738,685.9 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGDM,Boscombe Down,United Kingdom,Boscombe Down,00:22:25,HB-MES,Cessna C172,35.4 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,00:11:42,,Ultralight trike,0 Km
KJFK,Kennedy Intl,United States,New York,KTEB,Teterboro,United States,Teterboro,00:17:01,N718PD,JetRanger helicopter,32.4 Km
EGKK,Gatwick,United Kingdom,London,LEAL,Alicante,Spain,Alicante,03:21:26,G-VABA,BOEING B738,1430 Km
EGSS,Stansted,United Kingdom,London,EIDW,Dublin Intl,Ireland,Dublin,01:29:14,EI-EFY,BOEING B738,472 Km
EIDW,Dublin Intl,Ireland,Dublin,EGSS,Stansted,United Kingdom,London,01:42:53,EI-EFY,BOEING B738,472 Km
EGCC,Manchester,United Kingdom,Manchester,EGSS,Stansted,United Kingdom,London,01:05:00,G-VABA,BOEING B738,235.8 Km
EGHI,Southampton Intl,United Kingdom,Southampton,EGHF,Lee-On-Solent,United Kingdom,Lee-On-Solent,00:05:21,PH-34A,JetRanger helicopter,18.4 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGDY,Yeovilton,United Kingdom,Yeovilton,00:38:30,N176GM,Cessna C172,43.5 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGDY,Yeovilton,United Kingdom,Yeovilton,00:38:16,G-BAFM,Cessna C172,34.4 Km
RJTT,Tokyo (Haneda) Intl,Japan,Tokyo,RJTL,Shimofusa Aero,Japan,Matsudo,00:24:31,N6092U,Robinson R22,34.4 Km
RJTT,Tokyo (Haneda) Intl,Japan,Tokyo,RJTT,Tokyo (Haneda) Intl,Japan,Tokyo,00:13:48,N6092U,Robinson R22,0 Km
EGKK,Gatwick,United Kingdom,London,EGCC,Manchester,United Kingdom,Manchester,01:38:29,G-VABA,BOEING B738,283.7 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,00:06:47,,Ultralight trike,0 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,00:04:44,,Ultralight trike,0 Km
ULLI,Pulkovo,Russia,St Petersburg,ULLI,Pulkovo,Russia,St Petersburg,00:17:00,N834JR,JetRanger helicopter,0 Km
EGKK,Gatwick,United Kingdom,London,ULLI,Pulkovo,Russia,St Petersburg,04:02:09,G-VABA,BOEING B738,2127.5 Km
EGKB,Biggin Hill,United Kingdom,Biggin Hill,EGWU,Northolt AB,United Kingdom,Northolt,00:28:16,N52KA,Cessna C172,52.8 Km
FWNG,Hwange Main Camp Airstrip,Zimbabwe,Hwange,FWNG,Hwange Main Camp Airstrip,Zimbabwe,Hwange,00:39:22,,Ultralight trike,0 Km
FWNG,Hwange Main Camp Airstrip,Zimbabwe,Hwange,FWNG,Hwange Main Camp Airstrip,Zimbabwe,Hwange,00:28:23,,Ultralight trike,0 Km
9L2,Edwards AF Aux North Base,United States,Edwards,KEDW,Edwards AFB,United States,Edwards,00:10:28,N350KA,BEECH B350,8.8 Km
9L2,Edwards AF Aux North Base,United States,Edwards,KEDW,Edwards AFB,United States,Edwards,00:10:55,N350KA,BEECH B350,8.8 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGHH,Bournemouth,United Kingdom,Bournemouth,00:14:12,N52KA,Cessna C172,30.2 Km
FWNG,Hwange Main Camp Airstrip,Zimbabwe,Hwange,FWNG,Hwange Main Camp Airstrip,Zimbabwe,Hwange,00:27:09,,Ultralight trike,0 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGHI,Southampton Intl,United Kingdom,Southampton,00:18:15,N176GM,Cessna C172,56 Km
FAUR,Utrecht,South Africa,Utrecht,FANC,Newcastle,South Africa,Newcastle,00:10:57,N350DC,Douglas DC3,35.8 Km
EGMH,Manston,United Kingdom,Manston,LFAT,Paris-Plage,France,Le Touquet,00:44:31,N700MS,Cessna C172,94.2 Km
EGMH,Manston,United Kingdom,Manston,LFAT,Paris-Plage,France,Le Touquet,00:42:06,N700MS,Cessna C172,94.2 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGDY,Yeovilton,United Kingdom,Yeovilton,00:17:30,N760PL,Cessna C172,34.4 Km
FADD,Dundee,South Africa,Dundee,FANC,Newcastle,South Africa,Newcastle,00:20:02,N176GM,Cessna C172,52 Km
EGPE,Inverness,United Kingdom,Inverness,EGPH,Edinburgh,United Kingdom,Edinburgh,01:17:44,N700MS,Cessna C172,181.8 Km
EGPH,Edinburgh,United Kingdom,Edinburgh,EGPE,Inverness,United Kingdom,Inverness,01:18:48,N760PL,Cessna C172,181.8 Km
KMSY,Armstrong New Orleans Intl,United States,New Orleans,KNBG,New Orleans NAS,United States,New Orleans,00:16:20,N8092U,Robinson R22,28.5 Km
KBNA,Nashville Intl,United States,Nashville,KJWN,Tune,United States,Nashville,00:18:39,N204TV,JetRanger helicopter,19.8 Km
M01,Gen Spain,United States,Memphis,KMEM,Memphis Intl,United States,Memphis,00:13:09,N204TV,JetRanger helicopter,18.9 Km
EGMH,Manston,United Kingdom,Manston,LFAT,Paris-Plage,France,Le Touquet,00:40:11,N700MS,Cessna C172,94.2 Km
EGGD,Bristol,United Kingdom,Bristol,EGSH,Norwich,United Kingdom,Norwich,01:07:17,N350KA,BEECH B350,310 Km
EGDP,RNAS Portland Heliport,United Kingdom,Portland,EGHG,Westland,United Kingdom,Yeovil,00:19:19,N332,AGUSTA EH10,43.9 Km
KPHX,Phoenix Sky Harbor Intl,United States,Phoenix,KLAX,Los Angeles Intl,United States,Los Angeles,01:12:10,F-MSAB,AIRBUS A321,595.7 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGHH,Bournemouth,United Kingdom,Bournemouth,00:19:22,N71FS,BEECH BE58,30.2 Km
KEYW,Key West Intl,United States,Key West,KMIA,Miami Intl,United States,Miami,01:05:35,N71AA,BEECH BE58,201.8 Km
KJQF,Concord Regl,United States,Concord,KCLT,Charlotte-Douglas Intl,United States,Charlotte,00:13:47,EC-527,MAULE M7,28.5 Km
36II,Cliburn,United States,Brownsburg,KEYE,Eagle Creek,United States,Indianapolis,00:08:41,NC77583,Piper J3,4.8 Km
36II,Cliburn,United States,Brownsburg,KEYE,Eagle Creek,United States,Indianapolis,00:13:52,NC77583,Piper J3,4.8 Km
PHMK,Molokai,United States,Kaunakakai,PHHN,Hana,United States,Hana,00:47:12,N1000B,Mooney M20T,119.3 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,LFAB,St Aubin,France,Dieppe,00:56:31,N058BE,BEECH BE58,259.8 Km
KLAX,Los Angeles Intl,United States,Los Angeles,O69,Petaluma Mun,United States,Petaluma,00:18:59,N350KA,BEECH B350,611.1 Km
KHAF,Half Moon Bay,United States,Half Moon Bay,KCCR,Buchanan,United States,Concord,00:41:45,N176GM,Cessna C172,66.9 Km
EDDH,Hamburg,Germany,Hamburg,EGSS,Stansted,United Kingdom,London,01:49:01,N738PM,BOEING B738,685.9 Km
S60,Kenmore Air Harbor Inc,United States,Kenmore,KSHN,Sanderson,United States,Shelton,00:25:36,N9766Z,deHavilland DHC2,88.5 Km
S60,Kenmore Air Harbor Inc,United States,Kenmore,61WA,Burden Field-(Rabbit Run),United States,Friday Harbor,00:49:29,N9766Z,deHavilland DHC2,135.2 Km
SCIP,Mataveri Intl,Chile,Isla De Pascua,SCIP,Mataveri Intl,Chile,Isla De Pascua,00:15:06,HB-MES,Cessna C172,0 Km
LLMZ,I.Bar-Yehuda,Israel,Metzada,LLMZ,I.Bar-Yehuda,Israel,Metzada,00:05:26,G-BAFM,Cessna C172,0 Km
EGHI,Southampton Intl,United Kingdom,Southampton,EGHR,Goodwood,United Kingdom,Chichester,00:18:22,G-BAFM,Cessna C172,43.3 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGWC,Cosford AB,United Kingdom,Cosford,00:44:58,N123MS,Mooney M20T,186.4 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGDY,Yeovilton,United Kingdom,Yeovilton,00:40:36,N332,AGUSTA EH10,34.4 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGDV,Hullavington,United Kingdom,Hullavington,00:18:17,N71FS,BEECH BE58,71.4 Km
KBWI,Baltimore-Washington Intl,United States,Baltimore,KMTN,Martin State,United States,Baltimore,00:19:57,N6092U,Robinson R22,29.7 Km
KIAD,Washington Dulles Intl,United States,Washington,KDCA,Ronald Reagan Washington Natl,United States,Washington,00:10:49,N71AA,BEECH BE58,37.7 Km
KIAD,Washington Dulles Intl,United States,Washington,KJFK,Kennedy Intl,United States,New York,01:47:25,N71FS,BEECH BE58,366.8 Km
KJFK,Kennedy Intl,United States,New York,KJFK,Kennedy Intl,United States,New York,00:30:28,N137PD,JetRanger helicopter,0 Km
EGSF,Conington,United Kingdom,Peterborough,EGKB,Biggin Hill,United Kingdom,Biggin Hill,01:11:12,N71FS,BEECH BE58,128 Km
EGDG,Cornwall Airport Newquay,United Kingdom,Newquay,EGTP,Perranporth,United Kingdom,Perranporth,00:12:14,G-BCEF,JetRanger helicopter,17.8 Km
ZBAA,Beijing Capital,China,Beijing,ZBTJ,Binhai,China,Tianjin,00:41:49,N208EH,Cessna C208,123.5 Km
EGHI,Southampton Intl,United Kingdom,Southampton,LFML,Marseille-Provence,France,Marseille-Provence,02:43:10,N350KA,BEECH B350,971.7 Km
EGJJ,Jersey,United Kingdom,Jersey,EGTE,Exeter,United Kingdom,Exeter,00:46:26,N350KA,BEECH B350,191 Km
EGPD,Dyce,United Kingdom,Aberdeen,EGGP,Liverpool,United Kingdom,Liverpool,01:54:42,N123MS,Mooney M20T,432.6 Km
EGMC,Southend,United Kingdom,Southend,EGSH,Norwich,United Kingdom,Norwich,00:32:46,N350KA,BEECH B350,129.2 Km
SLCP,Concepcion,Bolivia,Concepcion,SLAS,Ascencion De Guarayos,Bolivia,Ascencion De Guarayos,00:51:26,JA-0315,JetRanger helicopter,139.7 Km
EGTU,Dunkeswell,United Kingdom,Dunkeswell,EGHD,Plymouth,United Kingdom,Plymouth,00:29:15,JA-0315,JetRanger helicopter,79.3 Km
LFSR,Champagne AB,France,Reims,EGLK,Blackbushe,United Kingdom,Blackbushe,01:33:31,N71FS,BEECH BE58,414.3 Km
EDKB,Hangelar,Germany,Bonn,EDDB,Schonefeld,Germany,Berlin,01:50:49,N36644,Douglas DC3,475.5 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGBJ,Gloucestershire,United Kingdom,Gloucestershire,00:43:04,N72163,MAULE M7,119.3 Km
S10,Chelan Mun,United States,Chelan,6S9,Stehekin State,United States,Stehekin,01:24:28,N71FS,BEECH BE58,275.5 Km
EBZW,Zwartberg,Belgium,Genk,EBBL,Kleine-Brogel AB,Belgium,Kleine-Brogel,00:07:58,N700MS,Cessna C172,17.5 Km
EGLL,Heathrow,United Kingdom,London,EGLL,Heathrow,United Kingdom,London,00:22:50,C-WLPE,BOEING B763,0 Km
CYVR,Vancouver Intl,Canada,Vancouver,KSFO,San Francisco Intl,United States,San Francisco,03:00:42,C-WLPE,BOEING B763,1287.7 Km
LOWI,Innsbruck,Austria,Innsbruck,LOWS,Salzburg,Austria,Salzburg,00:53:50,D-HZPG,JetRanger helicopter,139.9 Km
LFPG,Charles-de-Gaulle,France,Paris,EGTE,Exeter,United Kingdom,Exeter,01:08:26,NCRJ70,BOMBARDIER CRJ700,469.4 Km
EGKB,Biggin Hill,United Kingdom,Biggin Hill,EGSG,Stapleford,United Kingdom,Stapleford,00:16:42,N760PL,Cessna C172,37.1 Km
EGLS,Old Sarum,United Kingdom,Old Sarum,EGSG,Stapleford,United Kingdom,Stapleford,00:44:58,N700MS,Cessna C172,148.7 Km
EGKB,Biggin Hill,United Kingdom,Biggin Hill,EGSG,Stapleford,United Kingdom,Stapleford,00:13:31,N700MS,Cessna C172,37.1 Km
EGMC,Southend,United Kingdom,Southend,EGSG,Stapleford,United Kingdom,Stapleford,00:16:16,N81868,MAULE M7,38.6 Km
LEPA,Palma De Mallorca,Spain,Palma De Mallorca,BIKF,Keflavik,Iceland,Keflavik,05:08:16,F-REMI,BOEING B752,3185.4 Km
EGVO,Odiham AB,United Kingdom,Odiham,EGVA,Fairford,United Kingdom,Fairford,00:32:46,G-BAFM,Cessna C172,77.1 Km
EGKB,Biggin Hill,United Kingdom,Biggin Hill,EGKA,Shoreham,United Kingdom,Shoreham,00:19:43,JA-068X,BOMBARDIER LJ45,59.8 Km
LFPG,Charles-de-Gaulle,France,Paris,EGKK,Gatwick,United Kingdom,London,00:44:12,I-HKSN,AIRBUS A321,308.1 Km
EHAM,Schiphol,Netherlands,Amsterdam,EGKK,Gatwick,United Kingdom,London,00:49:17,N737T,BOEING B738,365.7 Km
EHAM,Schiphol,Netherlands,Amsterdam,EGKK,Gatwick,United Kingdom,London,01:00:56,F-MSAB,AIRBUS A321,365.7 Km
RJST,Matsushima Aero,Japan,Matsushima,RJAA,Narita Intl,Japan,Tokyo,01:33:22,N834JR,JetRanger helicopter,301.9 Km
RJTL,Shimofusa Aero,Japan,Matsudo,RJTT,Tokyo (Haneda) Intl,Japan,Tokyo,00:11:14,JAOIMP,AGUSTA EH10,34.4 Km
EGHH,Bournemouth,United Kingdom,Bournemouth,EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,00:12:33,HB-MES,Cessna C172,30.2 Km
FZNR,Rwindi,Congo (DRC),Rwindi,FZNC,Rutshuru,Congo (DRC),Rutshuru,00:17:57,N6092U,Robinson R22,44.5 Km
MYBS,South Bimini,"Bahamas, The",Bimini I,KMIA,Miami Intl,United States,Miami,00:25:55,N71FS,BEECH BE58,103.6 Km
CZML,108 Mile,Canada,108 Mile Ranch,CZML,108 Mile,Canada,108 Mile Ranch,00:05:36,G-BAFM,Cessna C172,0 Km
KJFK,Kennedy Intl,United States,New York,KJFK,Kennedy Intl,United States,New York,00:09:02,G-BAFM,Cessna C172,0 Km
EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,EGHA,Compton-Abbas,United Kingdom,Compton-Abbas,00:31:01,N52KA,Cessna C172,72.1 Km
NZWN,Wellington Intl,New Zealand,Wellington,YMML,Melbourne Intl,Australia,Melbourne,05:40:59,N737W,BOEING B738,2595.6 Km
ZBTJ,Binhai,China,Tianjin,VVNB,Noibai Intl,Vietnam,Hanoi,02:45:28,N747K,BOEING B744,2270.1 Km
EGGW,Luton,United Kingdom,London,EGKK,Gatwick,United Kingdom,London,00:22:20,N68PW,EXTRA E300,81.9 Km
KEDW,Edwards AFB,United States,Edwards,KMHV,Mojave,United States,Mojave,00:11:28,N378FD,JetRanger helicopter,29.8 Km
9L2,Edwards AF Aux North Base,United States,Edwards,KEDW,Edwards AFB,United States,Edwards,00:04:31,G-BAFM,Cessna C172,8.8 Km
9L2,Edwards AF Aux North Base,United States,Edwards,KEDW,Edwards AFB,United States,Edwards,00:04:18,G-BAFM,Cessna C172,8.8 Km
9L2,Edwards AF Aux North Base,United States,Edwards,KEDW,Edwards AFB,United States,Edwards,00:04:20,G-BAFM,Cessna C172,8.8 Km
9L2,Edwards AF Aux North Base,United States,Edwards,KEDW,Edwards AFB,United States,Edwards,00:05:05,G-BAFM,Cessna C172,8.8 Km
FOOL,Leon Mba,Gabon,Libreville,FCBB,Maya-Maya,Congo,Brazzaville,02:37:44,N71FS,BEECH BE58,832.5 Km
KEDW,Edwards AFB,United States,Edwards,9L2,Edwards AF Aux North Base,United States,Edwards,00:06:11,N71FS,BEECH BE58,8.8 Km
KAKQ,Wakefield Mun,United States,Wakefield,KRZZ,Halifax Co,United States,Roanoke Rapids,00:20:44,N71FS,BEECH BE58,87.7 Km
MM75,Agua Prieta Southwest,Mexico,Agua Prieta Southwest,KDUG,Bisbee Douglas Intl,United States,Douglas Bisbee,00:11:37,N123MS,Mooney M20T,33 Km
EHAM,Schiphol,Netherlands,Amsterdam,EGKK,Gatwick,United Kingdom,London,01:15:26,G-CPES,BOEING B752,365.7 Km
EG18,Eshott Airfield,Scotland,Eshott,EG18,Eshott Airfield,Scotland,Eshott,00:35:09,G-BAFM,Cessna C172,54.1 Km
LFQT,Calonne,France,Merville,LFQN,Wizernes,France,St Omer,00:17:34,N208LN,Cessna C208,31.2 Km
EGNE,Gamston,United Kingdom,Retford,EGBN,Nottingham,United Kingdom,Nottingham,00:16:00,G-BAFM,Cessna C172,41 Km
EGMC,Southend,United Kingdom,Southend,EGSG,Stapleford,United Kingdom,Stapleford,00:13:55,N760PL,Cessna C172,38.6 Km
KMIA,Miami Intl,United States,Miami,14FA,Burrs Strip,United States,Miami,00:11:30,N760PL,Cessna C172,27 Km
6S9,Stehekin State,United States,Stehekin,S10,Chelan Mun,United States,Chelan,00:27:56,N176CM,Cessna C172,78.7 Km
W12,Lost River Resort,United States,Mazama,S52,Methow Valley State,United States,Winthrop,00:15:27,N176CM,Cessna C172,36.3 Km
CYKA,Kamloops,Canada,Kamloops,CYLY,Lytton,Canada,Lytton,00:27:14,N195KT,Mooney M20T,94.4 Km
KEYE,Eagle Creek,United States,Indianapolis,36II,Cliburn,United States,Brownsburg,00:04:48,NC77583,Piper J3,4.8 Km
WSSS,Changi,Singapore,Singapore,WARR,Juanda,Indonesia,Surabaya,02:40:23,N737W,BOEING B738,1374.3 Km
EDBI,Zwickau,Germany,Zwickau,EDRZ,Zweibrucken,Germany,Zweibrucken,01:27:19,N71FS,BEECH BE58,399.1 Km
KEYE,Eagle Creek,United States,Indianapolis,36II,Cliburn,United States,Brownsburg,00:04:41,NC77583,Piper J3,4.8 Km
KBZN,Gallatin,United States,Bozeman,23MT,Waterfall,United States,Bozeman,00:10:05,N72163,MAULE M7,16 Km
62C,Cindy Guntly Meml,United States,Franksville,0WN5,Potts Field,United States,North Cape,00:09:11,N6092U,Robinson R22,3.9 Km
EHAM,Schiphol,Netherlands,Amsterdam,EGKK,Gatwick,United Kingdom,London,01:54:54,G-CPES,BOEING B752,365.7 Km
EGSS,Stansted,United Kingdom,London,EGSG,Stapleford,United Kingdom,Stapleford,00:11:14,G-BAFM,Cessna C172,26.4 Km
KEDW,Edwards AFB,United States,Edwards,9L2,Edwards AF Aux North Base,United States,Edwards,00:04:39,G-BAFM,Cessna C172,8.8 Km
KEDW,Edwards AFB,United States,Edwards,9L2,Edwards AF Aux North Base,United States,Edwards,00:04:23,G-BAFM,Cessna C172,8.8 Km
EGSX,North Weald,United Kingdom,North Weald,EGSG,Stapleford,United Kingdom,Stapleford,00:06:20,G-BAFM,Cessna C172,7.2 Km
TLPL,Hewanorra Intl,Saint Lucia,Vieuxfort,TFFF,Le Lamentin,Martinique,Ft De France,00:29:29,N123MS,Mooney M20T,95.1 Km
OMDB,Dubai Intl,United Arab Emirates,Dubai,OKBK,Kuwait Intl,Kuwait,Kuwait,02:01:02,G-CPES,BOEING B752,854.3 Km
EDTL,Lahr,Germany,Lahr,EGLL,Heathrow,United Kingdom,London,01:31:10,JA-068X,BOMBARDIER LJ45,687.7 Km
EICK,Cork,Ireland,Cork,EGBB,Birmingham,United Kingdom,Birmingham,01:14:30,G-CPES,BOEING B752,466.4 Km
EGDR,Culdrose Navy,United Kingdom,Culdrose,EGJJ,Jersey,United Kingdom,Jersey,00:57:09,JA-068X,BOMBARDIER LJ45,241.5 Km
EIDW,Dublin Intl,Ireland,Dublin,EICK,Cork,Ireland,Cork,01:20:14,N123MS,Mooney M20T,231.4 Km
LPPT,Lisbon,Portugal,Lisbon,EGKK,Gatwick,United Kingdom,London,02:20:16,G-CPES,BOEING B752,1542.9 Km
EIDW,Dublin Intl,Ireland,Dublin,EIBR,Birr,Ireland,Birr,00:19:29,N350KA,BEECH B350,115.5 Km
KEYE,Eagle Creek,United States,Indianapolis,36II,Cliburn,United States,Brownsburg,00:04:05,NC77583,Piper J3,4.8 Km
KEYE,Eagle Creek,United States,Indianapolis,36II,Cliburn,United States,Brownsburg,00:03:52,NC77583,Piper J3,4.8 Km
LPPS,Porto Santo,Portugal,Porto Santo,LEBL,El Prat,Spain,Barcelona,03:21:56,G-CPES,BOEING B752,1868.7 Km
LIRF,Fiumicino,Italy,Rome,LIRF,Fiumicino,Italy,Rome,00:11:21,G-CPES,BOEING B752,0 Km
LIRF,Fiumicino,Italy,Rome,EDDN,Nurnberg,Germany,Nurnberg,01:27:47,G-CPES,BOEING B752,860.4 Km
PAYA,Yakutat,United States,Yakutat,CYDB,Burwash,Canada,Burwash,00:56:02,N71FS,BEECH BE58,210.9 Km
KEYE,Eagle Creek,United States,Indianapolis,36II,Cliburn,United States,Brownsburg,00:04:09,NC77583,Piper J3,4.8 Km
KEYE,Eagle Creek,United States,Indianapolis,36II,Cliburn,United States,Brownsburg,00:04:19,NC77583,Piper J3,4.8 Km
EHAM,Schiphol,Netherlands,Amsterdam,EGKK,Gatwick,United Kingdom,London,01:43:23,N738PM,BOEING B738,365.7 Km
EHAM,Schiphol,Netherlands,Amsterdam,EGKK,Gatwick,United Kingdom,London,00:59:54,N738PM,BOEING B738,365.7 Km
KEYE,Eagle Creek,United States,Indianapolis,36II,Cliburn,United States,Brownsburg,00:04:55,NC77583,Piper J3,4.8 Km
EGLC,London City,United Kingdom,London,EGSG,Stapleford,United Kingdom,Stapleford,00:09:11,G-BAFM,Cessna C172,18.1 Km
DGAA,Kotoka Intl,Ghana,Accra,DNKN,Mallam Aminu Kano,Nigeria,Kano,01:50:45,G-CPES,BOEING B752,1192.8 Km
EGSC,Cambridge,United Kingdom,Cambridge,EGSG,Stapleford,United Kingdom,Stapleford,00:21:00,G-BAFM,Cessna C172,61.2 Km
EHEH,Eindhoven AB,Netherlands,Eindhoven,ELLX,Luxembourg,Luxembourg,Luxembourg,00:47:06,JA-068X,BOMBARDIER LJ45,211.5 Km
EGFF,Cardiff,United Kingdom,Cardiff,EGHY,Truro,United Kingdom,Truro,00:45:34,N71FS,BEECH BE58,177.6 Km
EGPD,Dyce,United Kingdom,Aberdeen,EDDM,Munich,Germany,Munich,02:18:49,F-MSAB,AIRBUS A321,1358.7 Km
KMEM,Memphis Intl,United States,Memphis,M01,Gen Spain,United States,Memphis,00:11:41,N137PD,JetRanger helicopter,18.9 Km
EGSC,Cambridge,United Kingdom,Cambridge,EGSG,Stapleford,United Kingdom,Stapleford,00:20:23,G-BAFM,Cessna C172,61.2 Km
EDDM,Munich,Germany,Munich,EGKK,Gatwick,United Kingdom,London,01:57:10,N738PM,BOEING B738,916.1 Km
EGLC,London City,United Kingdom,London,EGSG,Stapleford,United Kingdom,Stapleford,00:07:43,N760PL,Cessna C172,18.1 Km
EGLC,London City,United Kingdom,London,EGSG,Stapleford,United Kingdom,Stapleford,00:08:37,N760PL,Cessna C172,18.1 Km
KSFO,San Francisco Intl,United States,San Francisco,CYVR,Vancouver Intl,Canada,Vancouver,01:18:57,N738PM,BOEING B738,1287.7 Km
EGLC,London City,United Kingdom,London,EGSG,Stapleford,United Kingdom,Stapleford,00:07:08,HB-MES,Cessna C172,18.1 Km
KEDW,Edwards AFB,United States,Edwards,9L2,Edwards AF Aux North Base,United States,Edwards,00:07:03,,Ultralight trike,8.8 Km
EKCH,Kastrup,Denmark,Copenhagen,EGKK,Gatwick,United Kingdom,London,01:50:26,F-MSAB,AIRBUS A321,986.8 Km
EPSC,Goleniow,Poland,Szczecin,EPSD,Dabie,Poland,Szczecin,00:11:34,N760PL,Cessna C172,27.9 Km
EGLC,London City,United Kingdom,London,EGSG,Stapleford,United Kingdom,Stapleford,00:09:13,N52KA,Cessna C172,18.1 Km
KEDW,Edwards AFB,United States,Edwards,9L2,Edwards AF Aux North Base,United States,Edwards,00:06:58,N52KA,Cessna C172,8.8 Km
EKCH,Kastrup,Denmark,Copenhagen,EGKK,Gatwick,United Kingdom,London,01:46:52,JA-3297,AIRBUS A321,986.8 Km
